price,sqft_living,condition,grade
295000,1300,4,6
630000,3220,3,8
320000,2020,5,7
1110000,2990,5,8
398000,1420,4,7
218000,1020,3,7
590000,2400,3,8
1595000,3640,3,10
348500,1550,3,8
592500,1870,3,8
505000,2340,3,8
1430000,3350,3,10
502000,1710,5,7
257500,1180,3,7
405000,1600,3,7
427000,1300,4,7
290000,1040,4,7
222000,1220,3,7
315000,2240,3,8
371000,1420,3,7
279900,1580,3,7
250000,2390,2,7
599000,2260,4,8
267300,1890,4,7
585000,1830,4,7
350000,1000,3,6
506000,2180,3,8
400000,2320,4,8
151100,840,3,6
251000,840,3,6
555000,2350,4,8
467500,2040,3,7
479000,2370,3,8
247000,1590,5,7
299500,1380,3,7
306888,1940,3,7
675000,3320,3,9
577000,1090,4,7
219950,1650,3,7
375000,1110,3,6
650000,2110,5,7
975000,1850,2,6
229000,600,3,6
575000,2760,3,8
815000,2970,5,9
525000,2300,4,7
471000,2030,3,8
450000,2160,4,8
590000,1650,4,7
744000,3140,3,8
460000,2690,4,9
299000,1940,4,7
231000,1220,5,6
195000,1300,4,6
305000,1660,3,7
895000,3390,4,8
1110000,2310,3,7
339000,950,4,7
885000,2400,3,7
375000,1780,5,6
367400,1280,3,7
700000,1930,3,7
667000,2560,4,8
200000,920,4,6
552775,1900,3,8
452000,2270,4,6
418000,2080,5,8
601500,1460,3,8
600000,1670,4,8
340000,2810,3,9
310000,2370,3,8
290000,1700,3,8
438000,1630,3,7
718000,2930,5,8
200000,860,5,6
479900,1980,3,9
400000,2080,3,9
219950,1060,4,7
300000,1590,3,7
437000,1980,3,7
350000,1720,3,7
626000,1350,4,7
490000,2080,3,8
289000,2090,3,8
595000,2030,3,7
676000,2680,3,9
389000,1820,3,7
240000,1300,4,7
382500,2210,3,8
511555,1400,4,7
710500,2040,4,8
429000,2420,3,8
170000,1920,4,7
2135000,3860,4,10
480000,2760,3,7
1665000,3450,4,10
225000,1040,3,6
615000,2220,3,8
438950,2470,3,7
242000,1300,4,7
560000,1960,3,8
857500,2040,5,8
685000,3030,3,9
486000,2260,4,7
749000,2670,3,9
260000,1520,3,7
1015000,3610,3,10
565000,1130,4,7
355000,1480,3,7
775000,3540,3,9
335000,2100,4,7
1300000,3366,3,8
545000,1810,4,7
540000,1680,4,7
687500,2450,4,8
115000,1150,4,7
227000,1150,4,7
870000,3240,3,9
1190000,3480,4,11
375000,2800,3,9
902000,3240,3,8
269500,1480,4,6
570000,1700,4,6
359950,1240,4,7
1450000,3720,3,10
615000,1910,3,8
250000,2120,4,7
530000,3020,3,7
474950,2250,3,7
490000,1650,5,7
210000,880,3,7
265500,1860,3,7
1462500,3840,3,10
310000,2192,3,8
324500,1590,3,7
599000,3700,4,7
525000,3670,3,10
400000,1630,5,7
887500,4230,3,9
344000,1060,4,6
525000,2700,3,9
385000,2110,3,8
820000,3720,3,10
1305000,3440,3,11
549000,2420,4,8
180000,1090,3,7
589000,2910,3,8
350000,1050,3,7
197400,1610,4,7
267000,1760,4,8
480000,1540,3,7
650000,2580,4,8
600000,1370,3,7
490000,1440,3,8
225000,1410,3,7
640000,1980,3,8
710000,2440,3,7
325000,1350,3,7
595000,3130,3,9
128750,880,3,5
465000,1920,3,7
710000,2700,4,8
605000,1670,5,7
994000,3470,4,10
489950,1820,3,8
365000,1310,3,7
359950,1790,4,8
495000,2460,3,8
255000,1060,3,7
330000,1340,4,7
450000,1480,4,8
655000,3500,3,9
485000,2910,4,9
375000,1940,3,8
570000,2280,3,8
350000,1190,3,8
550000,1260,3,7
513000,2270,3,7
450000,1990,4,7
432500,1500,5,7
432000,2060,5,7
480000,1950,3,8
402200,1790,3,7
650000,1520,4,6
1199500,3240,4,9
312000,2440,4,8
610000,2220,4,7
823000,2640,4,7
471000,1450,4,7
481015,1550,3,8
1959000,6200,4,11
624000,2810,3,8
480000,2080,3,7
815000,1370,3,7
1650000,2920,4,11
180000,1000,3,6
156601,1210,3,7
374950,2790,3,8
368000,1660,5,6
550000,1650,3,7
198000,1300,3,7
345000,1090,3,7
1712750,2660,5,9
185900,940,4,5
950000,2750,5,9
995000,3850,3,10
345000,860,3,7
741000,2070,3,7
737000,2290,3,8
668750,2340,3,8
575000,2680,5,8
280000,1710,5,8
583000,1800,3,7
196000,1510,1,7
349950,1700,3,8
429000,1350,3,7
270000,2140,4,7
385000,2700,3,7
535000,920,4,7
352500,1500,3,7
624000,1510,4,7
215000,1980,3,7
870000,4500,3,9
440000,3220,3,8
518000,1140,3,7
259500,1490,3,7
795127,4360,3,10
290000,960,4,7
385000,2253,3,7
259950,770,3,6
330000,1310,3,8
280000,980,3,6
595000,1820,3,8
925900,3980,3,10
499000,3010,3,8
325000,1830,3,8
895000,2550,4,9
162248,800,4,6
1072500,2890,3,8
430000,1810,3,7
615500,1810,3,7
260000,940,3,6
295000,1810,4,7
1186040,2550,3,9
749950,2370,3,9
175000,1370,3,6
415000,1370,3,6
190000,1200,4,6
625000,2100,5,7
420000,2020,3,7
339900,1570,3,7
160000,1140,3,8
353000,1830,3,7
390000,1010,3,8
675000,1770,3,8
400000,2120,3,7
1340000,3190,3,10
1650000,2780,5,8
1000000,3350,5,8
850000,3450,5,8
275000,1060,4,6
450000,1670,3,8
305000,2251,4,8
643002,1770,3,7
468000,1510,3,8
324950,1770,3,7
290000,1260,3,7
488500,1710,4,7
367950,2290,4,7
285000,790,2,6
417000,1820,3,8
1115000,3180,4,10
1550000,5280,3,11
604000,3240,3,10
380000,2390,4,8
336500,2500,3,7
685000,2290,5,7
4208000,7440,3,12
670000,1600,3,7
524000,1120,3,7
172000,1340,3,7
680000,1670,5,7
549900,2830,4,8
357000,2700,4,9
107000,910,3,6
232900,910,3,6
800000,2370,3,8
248500,880,3,7
670000,2050,3,8
207000,1180,4,6
164000,1070,3,7
570500,1380,3,7
599990,2680,3,8
395000,2100,3,7
979500,4133,3,11
207000,920,2,6
237000,920,2,6
650100,1750,4,7
385000,1950,3,7
335000,1660,3,7
347000,2670,3,8
204000,980,4,6
615000,1780,3,8
943500,2370,4,7
560000,1640,4,7
547500,2610,2,8
359500,2030,3,7
660000,2590,3,9
258000,1620,3,7
355000,2040,4,8
253500,810,3,7
422500,1270,5,7
239000,1470,3,7
628000,1720,4,7
352000,1320,3,8
311600,1358,3,7
235000,2070,4,7
870000,2910,4,9
190848,1370,3,7
570000,2340,5,7
661254,2290,5,7
575000,1650,3,7
230000,650,4,5
680000,2300,4,8
148000,620,3,5
244900,620,3,5
214950,1400,3,6
580000,1800,3,8
263000,1300,3,7
317000,2360,4,7
302000,3320,3,7
899000,1480,4,8
1289000,2190,3,8
710000,3740,3,11
230000,1360,4,7
430000,1210,3,6
1169000,4610,3,11
397000,860,4,7
595000,2250,3,8
485000,2030,4,8
755000,3260,4,8
185000,1840,4,7
340000,1840,4,7
236000,2000,3,7
550000,2810,3,9
680000,1780,5,7
630000,2540,3,9
560000,2340,5,7
385000,1480,3,7
280000,1358,3,7
225000,1750,4,7
610000,1830,3,8
592500,1170,5,7
750000,3170,3,10
164000,1530,3,7
320000,1100,4,7
544000,2030,3,8
344950,1870,5,8
539500,3080,3,10
420000,2480,4,7
305000,910,1,6
229000,810,3,6
1068000,3990,3,11
397500,1430,3,8
540000,2190,4,6
650000,2290,3,8
1900000,3020,3,8
649000,2260,3,9
287500,2020,4,7
815000,2620,4,8
795000,2830,3,10
502775,1700,4,8
222900,1110,3,6
399950,2150,3,8
728000,2650,3,9
850000,3870,3,10
525000,2530,3,8
257000,1450,5,7
433500,2200,3,8
314950,1890,4,7
500000,1530,3,7
300000,1590,3,7
645000,2690,3,8
222500,990,3,7
275000,1300,4,7
498000,1720,4,8
800000,2080,3,7
297000,1840,3,8
625000,4010,3,9
770000,3560,3,9
517000,1640,3,8
238000,530,5,5
234550,1990,3,7
230500,1690,3,7
585000,2670,4,7
733000,1930,5,7
357950,810,3,7
530000,1550,3,7
377500,2640,3,8
475000,2320,3,7
399000,2170,3,7
660000,2080,5,7
400000,2070,4,7
440000,800,4,7
366400,2040,4,8
627250,2830,3,9
375950,1480,3,6
162000,1810,3,7
780000,1970,3,8
705000,2650,3,8
450000,2820,4,9
311000,1400,3,7
485000,1580,3,8
485000,1800,4,8
725000,3360,3,8
185000,1510,4,6
1890000,4285,3,10
260000,1610,4,7
356000,2470,3,8
225205,1200,3,6
445000,1260,4,7
356000,920,4,6
760250,2540,4,7
572000,1870,3,8
970000,3060,4,9
348450,1950,3,8
535500,1730,4,8
710000,2570,3,8
745000,1490,4,7
355000,2040,3,7
333000,2690,3,8
282000,1610,4,7
840500,2520,4,8
432000,1550,4,7
625000,1800,4,9
209977,1170,4,7
174000,900,3,6
740000,2800,4,8
518000,1830,4,7
539000,1380,4,7
575000,1990,3,8
530000,1170,3,9
242025,1400,4,7
1030000,2620,4,8
230000,880,3,7
350000,2260,3,8
595000,1300,3,6
440000,1450,3,8
550000,1110,3,7
940000,1890,3,9
375000,1100,3,8
567500,1350,3,7
735000,3020,5,8
114000,730,3,6
608000,1390,4,7
442500,2710,3,7
381800,1530,3,7
330000,2170,5,7
90000,790,3,7
312000,1160,4,6
339000,1080,4,7
313000,2190,4,8
618080,2030,3,8
325000,2480,3,8
242000,2240,3,7
364000,1650,3,7
545000,1700,5,7
445000,2790,3,10
1085500,3010,4,9
660000,2550,3,8
845000,2880,3,10
417000,2090,3,6
213800,740,4,5
400000,960,4,7
759950,2100,5,8
990000,2540,3,9
710000,1650,5,8
315000,770,4,6
515000,2280,5,8
638000,1660,5,7
370000,2020,4,7
184000,970,3,7
583800,2480,3,8
309500,1250,3,7
1960000,4430,3,12
299000,740,3,7
215000,710,3,6
410000,1970,3,8
478000,820,3,7
431000,1000,4,7
635000,3080,3,9
648000,2410,4,8
640000,2370,3,9
932808,4690,3,10
835000,2280,3,8
469775,1530,3,7
587000,3610,4,7
677915,1740,5,7
1075000,3600,4,9
671000,3130,3,7
695000,3940,3,9
205000,2200,3,6
350000,1510,4,7
360000,1560,4,7
313999,1870,3,7
300000,2070,3,8
452000,1660,3,7
495500,2010,3,7
288000,1410,4,7
227490,1820,4,7
470950,2560,4,8
735000,2450,3,8
730000,3110,5,7
412000,2210,4,8
589500,2630,3,9
291000,2350,3,7
1300000,4450,3,9
190000,1200,4,6
456200,1210,3,6
225000,1290,4,7
2000000,3490,3,10
740000,3360,3,9
467000,2660,3,8
385000,770,3,6
670000,1800,3,7
500000,2900,4,8
352450,1430,5,7
669888,2550,3,9
405000,1310,3,7
518000,1430,4,7
280000,1880,3,7
435000,1600,3,7
314950,1760,3,7
209900,1180,3,6
630000,2330,4,8
442000,1960,4,7
340000,1140,2,5
230000,1400,4,7
495200,2710,3,7
900000,3510,3,10
265000,910,3,5
489500,2090,3,8
335000,1410,4,7
585000,3050,3,8
800000,2010,4,8
379500,2120,4,7
475000,1270,4,6
520000,1670,4,7
515000,1800,3,8
577500,1640,4,7
269900,1740,4,7
329000,1600,4,7
458500,1280,3,7
890000,1480,4,6
361500,1980,3,7
2535000,3730,4,10
325000,900,3,7
1850000,3480,3,8
945000,2840,3,7
370000,2490,3,9
320000,1490,3,7
450000,1510,3,8
800000,2900,4,10
676000,2240,3,7
1272500,2040,4,9
290000,1460,3,7
158000,990,4,7
379950,1970,5,7
583000,2660,3,8
150000,870,4,6
261500,1740,3,7
278000,2290,3,7
555000,2170,3,8
355000,2040,3,7
375000,1770,3,7
227000,2380,1,6
335000,2030,4,7
680000,2270,3,9
686500,1390,4,8
410000,1530,3,7
425000,1430,3,6
562500,2030,3,8
345000,2390,3,7
627500,2540,4,8
355000,1890,3,7
335000,1870,3,7
350000,1780,3,7
590000,1610,3,7
252000,1420,3,7
1295000,4440,5,10
705000,1820,3,7
498000,1620,3,7
312500,870,3,7
260000,1830,2,7
209950,2290,4,7
610000,1110,4,7
500000,1440,3,7
850000,3070,3,8
689000,2440,5,8
470000,2410,3,9
640000,2270,3,9
290000,2340,3,8
258500,1800,3,7
1100000,2210,4,9
420000,1820,3,7
230000,1190,3,7
252000,1400,4,7
515000,2600,3,8
425000,910,4,6
575000,1760,3,8
390000,860,4,7
561500,2310,3,8
1350000,2000,4,9
835000,2460,5,9
245000,1020,3,6
475200,1670,3,8
425000,790,4,7
218000,2010,3,7
600000,2600,3,9
545000,1890,3,8
2408000,4600,3,9
460000,2008,3,7
425000,880,3,7
455000,1700,4,7
313100,1730,3,8
780000,3910,4,10
345500,2160,3,8
243000,1200,5,7
670000,3860,4,8
325000,1320,3,6
281000,1280,3,7
130000,1100,4,7
340000,2170,3,7
485000,2720,4,8
642860,2520,3,8
747000,2560,3,7
559950,2650,3,8
577288,2870,3,9
575000,1230,3,7
287000,1450,4,7
1149000,3180,3,9
335000,1800,3,6
375000,2020,2,8
325000,620,3,6
530000,2190,4,7
287000,1980,3,7
320000,2970,3,8
425000,2270,3,7
550000,1630,4,8
135000,1520,2,6
695000,2080,4,8
975000,3020,4,9
210000,2180,3,8
518000,1780,4,7
335500,1370,3,6
750000,3050,3,9
515000,1490,4,7
344500,1800,3,7
470000,1760,3,7
606150,1770,3,8
292000,2910,3,7
450000,2880,3,7
429000,2520,3,8
765000,3190,3,9
425000,540,3,5
505000,3170,3,7
544950,1830,3,7
382000,1360,3,8
475000,1870,3,7
355000,1370,4,7
410000,1700,5,7
450000,1960,3,6
565000,4140,3,7
529100,1290,4,7
452500,2460,3,7
245000,1580,3,7
415000,700,3,6
610000,2410,3,9
363500,2180,5,7
510000,1950,4,8
650000,2630,3,8
290000,2050,4,7
170000,790,2,6
510000,1070,3,6
2280000,13540,3,12
316000,2320,3,8
690000,2670,4,9
199950,700,5,5
207000,860,3,6
449950,3490,4,8
361550,1160,2,7
824000,3650,3,10
537000,1550,5,7
838400,2620,4,9
225000,720,3,6
329900,1380,4,7
282500,1170,4,6
229950,1170,4,7
500000,1630,3,7
495000,1890,3,8
149500,1010,4,7
726000,2040,4,8
899000,4080,3,10
317000,1270,5,7
395000,790,3,6
360000,2580,3,8
570000,2290,3,8
320000,3490,3,8
320000,1510,3,7
268000,2400,3,7
191000,900,5,6
400000,1270,4,7
515000,1050,5,7
610000,2950,3,9
538000,1850,3,7
432000,1970,4,7
335000,2400,3,8
302000,2360,5,7
787500,1580,3,7
420000,1790,5,8
560000,2840,3,9
535000,1970,3,8
310000,1780,3,7
760000,3920,5,7
242500,1550,3,7
1313000,2980,3,8
235000,1270,5,6
598780,3040,4,7
433200,2075,3,8
343000,1110,5,6
145000,800,3,6
291970,680,3,5
599950,1680,3,7
1749000,3910,3,8
870000,2780,3,9
323000,2000,4,7
727000,3150,3,9
166000,1120,3,7
450000,1740,3,7
400000,2970,3,7
599000,2970,3,7
165000,1150,4,5
229000,1190,3,6
305000,900,3,5
930000,2950,3,9
542000,1990,3,8
214000,1020,4,6
718000,2070,3,8
349000,1430,3,8
305000,2030,3,7
498000,1620,4,7
799950,4220,3,10
737000,2300,3,9
860000,3830,3,10
339950,2390,3,8
249000,1440,3,7
370000,910,2,6
725000,1550,4,7
529000,2380,4,8
310000,2060,4,7
315000,1880,3,8
1300000,3470,3,9
435000,2360,5,7
350000,1970,4,7
240000,1040,3,7
410000,1420,3,7
430000,2290,3,7
446000,1530,3,7
240000,1360,5,7
595000,3680,4,8
215150,920,4,6
319950,1070,5,7
385000,1590,3,8
280000,1600,3,8
399950,1510,3,7
132500,1080,3,7
399950,1330,4,7
290000,850,3,7
860000,1960,4,8
3100000,6980,4,12
245000,1530,3,7
255000,1320,3,7
310000,2320,3,7
299000,960,3,7
575000,2040,4,8
284000,1080,3,7
840000,2020,4,8
442573,1780,3,7
560000,1140,3,8
485000,1610,4,7
472500,1440,4,7
1610000,4270,3,11
808000,3460,3,7
398000,1890,4,7
340000,2240,3,8
380000,760,3,6
235000,1020,3,6
400000,1330,3,7
582000,2780,4,8
209000,1070,3,6
335000,2660,4,7
285950,710,5,6
645000,3340,4,8
312000,1160,4,7
663000,2840,3,7
443950,2000,3,6
315000,1060,3,7
302200,1730,3,7
770000,2190,4,9
374950,1660,3,8
330000,2210,3,9
230000,870,4,6
967000,3100,3,9
536500,1720,3,8
315000,3120,4,7
626000,1040,4,7
334009,1650,4,6
429000,1010,2,7
818000,4020,3,10
326000,2166,3,8
310000,1880,3,7
525000,2260,4,7
350000,2010,3,7
936000,3330,3,10
226000,1520,3,7
1250000,3510,3,10
428000,1580,4,7
329932,1460,3,7
539000,1460,3,7
275000,1650,4,8
590000,2660,3,9
782000,3510,3,10
575000,2120,3,8
509000,1780,3,7
290000,2000,4,7
305240,1300,3,7
555000,2180,4,8
317000,1790,3,7
430000,1910,3,8
850000,1800,4,7
469000,2620,3,7
327200,1440,4,6
835000,2790,4,8
360000,2340,3,8
372000,2070,3,8
453000,2160,4,7
275000,2090,5,7
475000,2040,4,7
310000,1950,3,7
173000,1200,5,7
313500,2240,3,6
345000,1360,3,8
436000,1500,3,8
244500,1300,3,6
206000,1140,4,7
890000,2930,3,9
329950,2140,3,8
250000,1628,3,7
246000,1990,3,7
440000,1950,3,7
395000,1910,3,7
305000,820,5,6
160000,1470,3,7
269000,1470,3,7
169500,1060,3,6
690500,3130,3,8
245560,1260,3,7
345000,2200,3,8
383000,2580,4,8
388500,1350,3,8
250000,1350,3,7
455500,2290,4,9
672000,1220,4,7
550000,2750,2,7
487000,1430,3,7
291375,2220,3,7
225000,1490,3,7
519950,2440,4,7
250000,2070,4,8
614950,1500,5,7
599500,2020,4,7
625000,2190,3,8
248500,780,4,7
469950,1220,4,6
525000,1840,4,8
787500,2390,4,8
485000,3710,3,10
310000,750,3,6
280000,2110,3,7
200000,1020,4,6
490000,3080,3,9
146000,900,3,6
500000,3720,3,9
242500,940,3,6
324950,1040,3,7
231500,1000,4,6
300000,2080,3,8
545000,2500,3,9
350000,1050,5,6
467100,1620,3,7
180000,1610,3,7
749000,2130,4,8
245000,1460,3,7
260000,1600,5,7
490000,1730,3,7
565000,2280,3,8
330000,2430,3,8
295000,1380,4,7
725000,1790,4,7
1135000,3370,3,10
680000,2920,3,8
490000,2180,4,7
635000,1480,4,7
750000,2350,4,9
330000,2440,3,8
270000,1350,3,7
340000,1970,3,7
413252,1110,3,7
600000,2950,3,9
726888,2970,3,9
285000,720,4,6
365000,770,4,6
295000,1650,3,7
460000,1620,3,7
230000,1510,3,7
337000,1070,5,7
300000,1010,3,7
2300000,3370,5,10
360000,2000,3,8
585000,2060,3,8
182700,1740,3,7
305000,1740,3,7
309950,1880,3,7
550000,960,3,7
825000,3280,3,11
998500,1570,4,8
644500,2990,3,8
320000,1250,5,7
266950,1920,3,7
633100,2470,3,9
395000,960,3,7
259250,940,3,6
300000,1260,4,6
413000,2280,3,8
435000,1740,3,8
500000,2630,4,7
402000,2430,3,8
777700,2260,3,10
580000,1220,4,7
570000,2580,3,9
174950,730,3,6
300000,760,3,6
435000,1740,3,7
840000,3420,3,10
469000,2240,3,7
870000,1920,4,8
532000,2020,4,7
455000,1880,3,7
201000,1010,5,5
649000,3990,3,9
445500,1390,3,6
475000,1230,4,7
590000,2940,3,10
565000,2190,3,7
110000,640,2,5
375000,1670,3,7
255000,1240,4,7
315000,1850,3,6
496600,2020,4,8
380000,1020,3,7
338950,1610,4,7
542500,2730,3,8
739000,2840,4,7
549000,1290,4,7
252000,1670,4,7
1698890,3860,3,11
735000,2460,5,7
270000,1660,4,7
2250000,3420,3,9
155000,1010,3,5
469000,2240,3,7
305000,2340,5,7
675000,1920,5,7
931000,2460,4,8
385000,1470,3,8
815000,3400,3,9
531000,1910,3,7
386500,1400,4,6
475580,1520,3,8
358000,930,3,6
677500,2340,3,8
868500,2920,3,10
599380,1270,4,7
712000,2450,3,10
350000,1380,3,7
875000,2520,3,8
365000,2290,3,8
452000,1660,3,6
915000,2800,5,7
482500,1690,3,7
425000,1180,4,7
460000,1390,5,6
666570,2320,5,7
390000,2270,4,8
650000,2640,4,7
305000,1680,3,7
250000,990,3,6
438800,2770,3,9
290000,950,5,6
324950,2160,4,7
453000,1650,4,7
556000,1800,4,7
315000,1660,3,8
445830,1870,3,8
1260000,3220,3,10
287200,1850,4,7
525000,1580,3,7
1135000,4590,3,10
381000,2700,4,7
360000,1020,4,7
619000,2950,3,8
535000,1780,4,8
402000,710,5,7
600000,4300,3,10
549950,2080,3,8
300000,2360,3,7
360000,2210,4,7
419000,4340,3,7
510000,1320,3,8
319950,1980,3,8
1180000,3960,3,10
381000,2130,3,8
256900,1720,3,7
346000,1790,4,7
465000,1390,3,7
545000,1900,3,8
516000,1640,4,7
550000,2700,4,8
339950,2200,4,7
417000,1310,4,7
906000,2480,3,8
980000,3010,4,9
555000,2450,3,9
468000,1250,4,7
378000,2610,3,7
430000,2010,5,8
730100,3120,3,9
219000,1370,3,7
570000,2420,3,9
262500,1500,3,7
525000,2630,3,8
520000,950,4,6
417400,2680,4,8
788000,3680,3,9
320000,1270,4,7
950000,2330,4,7
255000,960,3,7
260000,1990,3,7
394000,1450,4,6
575000,2280,3,8
1250000,1830,3,8
385000,1650,3,7
456000,2720,4,7
637000,1710,3,8
485000,1420,3,7
315275,1440,3,7
252500,1280,3,7
240000,1320,3,7
790000,2560,4,7
310000,1480,3,7
1250000,2960,4,10
425000,1160,5,7
548000,2110,3,8
379880,1650,4,7
530000,1950,3,8
695000,2600,5,8
435000,1270,3,7
540000,1300,3,7
425000,1790,3,7
490000,1930,3,8
220000,1200,3,6
540000,2050,3,8
670000,1710,3,7
667500,2130,3,9
585000,1700,3,8
225000,1390,4,6
375000,1230,3,7
335000,1490,4,7
680000,2440,3,8
600000,970,3,6
161000,1700,3,7
220000,1700,3,7
420000,1720,3,8
710000,1400,3,7
626000,2570,4,8
279500,1200,4,7
1610000,4390,3,11
325000,1080,3,7
380000,1860,4,8
470000,2150,4,8
363000,2250,3,8
245000,2050,3,7
525000,1010,3,7
1700000,5850,4,11
658500,1900,3,7
680000,1020,4,7
835000,3390,4,10
595000,1990,3,8
419000,3190,3,9
198900,1210,4,7
1085000,3740,3,10
500000,2150,3,8
575000,2440,4,9
324950,1230,3,8
259000,2740,4,7
551000,2260,3,9
488000,1000,3,7
635000,2350,4,8
395000,2300,3,9
370000,1440,4,7
675000,2780,5,7
402000,1200,3,7
825000,3040,4,10
579000,2660,3,8
455000,1510,3,6
265000,1780,3,8
713500,2920,4,8
240000,1550,4,7
570000,2710,3,9
243800,1140,4,6
543000,940,4,8
1010000,2160,3,10
625000,2470,4,8
459950,2800,3,9
370000,2420,3,9
150000,1460,3,6
683500,1820,3,7
499950,1520,3,8
255000,1320,3,6
279000,1920,3,7
910000,2640,3,10
699000,2650,3,9
1651000,3640,3,9
248000,1420,4,6
429000,1540,4,7
685000,1550,3,6
316000,730,3,6
410000,2020,3,7
299000,1200,3,7
559000,1240,4,7
575000,2680,4,8
602000,1640,3,8
492000,1640,3,7
293500,1610,3,7
481000,2290,5,7
311100,2130,4,7
375000,2140,4,7
1075000,4020,3,10
500000,2030,3,7
553000,1380,4,7
760000,1780,3,8
589500,1440,4,7
840000,2790,3,9
2546000,4190,5,9
1275000,3870,3,9
260000,1850,3,7
430000,1550,3,8
781000,1920,3,8
280000,790,3,6
392000,3740,3,8
466200,1340,4,7
641000,1620,5,7
350000,1680,3,7
450000,1610,3,8
1800000,4460,3,9
185000,1200,3,8
290000,1250,5,7
964000,3630,3,11
2000000,4260,3,11
545000,2180,4,8
609950,1760,4,7
605000,1820,5,7
550000,2120,4,8
905000,2730,3,9
384200,2430,4,8
370000,1170,3,7
717500,2090,3,8
1999000,3910,4,11
365500,1140,4,6
580000,1460,3,7
415000,2700,5,9
272000,670,4,6
600000,1880,4,7
744000,1980,3,8
830000,2080,3,9
322000,1380,3,7
270000,1808,3,8
272450,1350,3,7
605000,1760,3,7
510000,1950,4,7
1125000,3170,3,10
1688000,3000,3,9
162000,1460,4,6
337500,1350,4,7
312000,1470,4,7
740000,3350,3,10
700000,3350,3,10
328000,1360,3,7
241000,1020,3,7
265000,1840,4,7
246000,2030,4,7
271000,1490,3,6
270000,2060,3,7
395000,2240,3,7
340000,1460,3,7
340000,2140,3,7
335000,1420,3,8
435000,1060,4,6
527950,1760,5,7
600000,2320,4,8
667000,1770,3,8
1148000,4590,3,9
417000,2040,3,8
451000,1260,3,6
580000,1650,3,7
570000,2380,4,8
750000,2750,3,7
685000,2810,3,9
275000,1340,3,7
739888,2420,4,8
715000,2160,3,8
800000,2450,3,7
350000,1870,3,7
220000,1000,4,6
452500,2240,3,7
280000,2200,3,7
248000,790,3,6
305000,890,3,7
435010,1270,3,7
678100,1850,5,8
325000,1352,3,8
529950,1540,3,7
440000,1640,5,7
585000,1350,3,7
462608,2010,3,8
350500,2080,3,7
210000,1040,3,7
510000,1890,3,8
280000,1810,4,7
385000,1930,3,7
349000,1010,4,6
252000,1740,3,7
1100000,2910,3,10
375000,1330,3,7
336000,2210,4,8
732000,2670,4,8
200000,1000,3,6
681716,3150,3,9
235000,1520,4,6
257500,1690,3,7
315000,1070,3,7
299950,910,4,6
530000,2130,3,7
766500,2230,4,8
860000,3560,3,10
690000,2590,3,9
551000,2040,3,7
530000,2100,4,7
568000,1340,3,7
749950,2770,3,9
535000,2400,3,9
234300,1140,3,7
190000,930,3,6
525000,1820,5,7
610000,1390,4,7
520000,1480,3,8
375000,760,3,6
600000,1580,3,7
664000,1870,5,8
698000,1510,3,7
418000,1250,3,7
271675,2140,4,7
450000,1540,4,6
759000,2950,3,9
599950,2020,3,7
810000,2820,3,8
331292,1660,3,7
348000,1830,3,7
435000,720,4,7
530000,2160,3,8
227000,1510,3,7
285000,1870,3,7
740000,2860,3,8
246000,990,4,6
260000,1910,3,7
366000,1350,3,7
594950,2557,3,7
608000,2610,4,7
313100,1720,5,6
185000,1170,3,7
455000,1140,3,6
235000,2350,4,8
230000,1020,4,7
770000,2730,5,7
240000,1830,3,7
461000,1690,3,7
1580000,2900,5,8
1822500,6380,3,12
452000,1690,3,7
765000,2660,3,9
1050000,4550,4,9
546000,1530,4,7
781000,2070,5,8
538000,1880,4,7
790000,2240,5,8
696500,2540,5,7
276000,1370,4,7
269000,770,3,6
2415000,7880,3,13
829000,2970,4,8
122000,740,3,6
352500,1360,3,7
249000,1280,5,6
360000,1920,3,7
629500,2020,3,10
1140000,3310,5,9
1550000,2950,4,8
275000,1320,4,7
697000,3160,3,8
379500,1640,3,7
720000,2440,3,10
675000,3000,3,9
1169000,2810,3,9
1100000,2390,5,8
520000,2080,5,7
415000,2650,4,7
415000,1060,3,8
450000,1940,4,7
485000,1080,3,8
294000,1700,3,7
1037000,4440,3,11
690000,1580,3,8
716500,3630,3,11
481000,1290,3,8
575000,1960,4,7
785000,2090,5,7
480000,1960,3,7
720000,2120,4,8
536000,2290,4,7
324900,1880,3,7
265000,770,3,6
545000,1530,5,7
465000,1450,3,7
292500,1690,3,7
860000,1880,4,7
1045000,4160,3,10
495000,2140,3,7
342000,1320,3,7
320000,2000,3,7
444000,1460,3,8
804100,3070,3,10
432000,1660,4,7
230000,1810,4,5
935000,3510,3,11
634950,2180,5,8
780000,3300,3,8
611000,2460,3,8
475999,1880,3,7
565000,2290,3,9
630000,2290,3,8
840000,3860,3,10
790000,2640,3,10
450000,2850,4,7
1272000,3020,5,8
520000,1510,5,7
446800,2410,3,7
652000,1470,3,8
1170000,2890,4,10
745000,3490,3,10
594000,1270,3,8
257000,1000,3,6
485000,1430,3,7
330000,1060,3,6
381000,1680,3,6
849900,2280,3,9
793000,2450,4,8
920000,3650,4,7
455000,830,4,6
975000,3490,3,11
375000,1050,3,8
400000,1170,3,8
447000,1220,4,7
470000,1310,4,7
665000,3130,3,8
295500,1590,3,6
200000,1720,3,8
620000,2520,3,9
434900,1520,3,7
1328000,3260,5,9
1650000,3910,3,10
